Season,Time
summer,0.18
summer,0.18
summer,0.18
summer,0.18
summer,0.18
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.19
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.2
summer,0.21
summer,0.21
summer,0.21
summer,0.21
summer,0.21
summer,0.21
summer,0.21
summer,0.21
summer,0.21
summer,0.21
summer,0.21
summer,0.21
summer,0.21
summer,0.21
summer,0.21
summer,0.21
summer,0.21
summer,0.21
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.22
summer,0.23
summer,0.23
summer,0.23
summer,0.23
summer,0.23
summer,0.23
summer,0.23
summer,0.23
summer,0.23
summer,0.23
summer,0.23
summer,0.23
summer,0.23
summer,0.23
summer,0.23
summer,0.24
summer,0.24
summer,0.24
summer,0.24
summer,0.24
summer,0.24
summer,0.24
summer,0.24
summer,0.24
summer,0.24
summer,0.24
summer,0.24
summer,0.24
summer,0.24
summer,0.24
summer,0.24
summer,0.25
summer,0.25
summer,0.25
summer,0.25
summer,0.25
summer,0.25
summer,0.25
summer,0.25
summer,0.25
summer,0.25
summer,0.25
summer,0.25
summer,0.25
summer,0.25
summer,0.25
summer,0.25
summer,0.25
summer,0.25
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.26
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.27
summer,0.28
summer,0.28
summer,0.28
summer,0.28
summer,0.28
summer,0.28
summer,0.28
summer,0.28
summer,0.28
summer,0.28
summer,0.28
summer,0.28
summer,0.28
summer,0.28
summer,0.28
summer,0.28
summer,0.28
summer,0.28
summer,0.29
summer,0.29
summer,0.29
summer,0.29
summer,0.29
summer,0.29
summer,0.29
summer,0.29
summer,0.29
summer,0.29
summer,0.29
summer,0.29
summer,0.29
summer,0.3
summer,0.3
summer,0.3
summer,0.3
summer,0.3
summer,0.3
summer,0.3
summer,0.3
summer,0.3
summer,0.3
summer,0.3
summer,0.3
summer,0.3
summer,0.3
summer,0.3
summer,0.31
summer,0.31
summer,0.31
summer,0.31
summer,0.31
summer,0.31
summer,0.31
summer,0.31
summer,0.31
summer,0.31
summer,0.31
summer,0.31
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.32
summer,0.33
summer,0.33
summer,0.33
summer,0.33
summer,0.33
summer,0.33
summer,0.33
summer,0.33
summer,0.33
summer,0.33
summer,0.33
summer,0.33
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.34
summer,0.35
summer,0.35
summer,0.35
summer,0.35
summer,0.35
summer,0.35
summer,0.35
summer,0.35
summer,0.35
summer,0.35
summer,0.35
summer,0.35
summer,0.35
summer,0.35
summer,0.35
summer,0.35
summer,0.36
summer,0.36
summer,0.36
summer,0.36
summer,0.36
summer,0.36
summer,0.36
summer,0.36
summer,0.36
summer,0.36
summer,0.37
summer,0.37
summer,0.37
summer,0.37
summer,0.37
summer,0.37
summer,0.37
summer,0.37
summer,0.37
summer,0.37
summer,0.37
summer,0.37
summer,0.37
summer,0.37
summer,0.37
summer,0.37
summer,0.38
summer,0.38
summer,0.38
summer,0.38
summer,0.38
summer,0.38
summer,0.38
summer,0.38
summer,0.38
summer,0.38
summer,0.38
summer,0.38
summer,0.38
summer,0.38
summer,0.39
summer,0.39
summer,0.39
summer,0.39
summer,0.39
summer,0.39
summer,0.39
summer,0.39
summer,0.4
summer,0.4
summer,0.4
summer,0.4
summer,0.4
summer,0.4
summer,0.41
summer,0.41
summer,0.41
summer,0.41
summer,0.41
summer,0.41
summer,0.41
summer,0.41
summer,0.42
summer,0.42
summer,0.42
summer,0.42
summer,0.42
summer,0.42
summer,0.42
summer,0.42
summer,0.42
summer,0.42
summer,0.43
summer,0.43
summer,0.43
summer,0.43
summer,0.43
summer,0.43
summer,0.43
summer,0.44
summer,0.44
summer,0.44
summer,0.44
summer,0.44
summer,0.44
summer,0.44
summer,0.44
summer,0.44
summer,0.45
summer,0.45
summer,0.45
summer,0.45
summer,0.46
summer,0.46
summer,0.46
summer,0.46
summer,0.46
summer,0.46
summer,0.46
summer,0.47
summer,0.47
summer,0.47
summer,0.47
summer,0.47
summer,0.47
summer,0.47
summer,0.47
summer,0.47
summer,0.47
summer,0.47
summer,0.48
summer,0.48
summer,0.48
summer,0.48
summer,0.48
summer,0.48
summer,0.48
summer,0.48
summer,0.49
summer,0.49
summer,0.49
summer,0.49
summer,0.49
summer,0.49
summer,0.49
summer,0.49
summer,0.5
summer,0.5
summer,0.5
summer,0.51
summer,0.52
summer,0.52
summer,0.52
summer,0.52
summer,0.52
summer,0.53
summer,0.53
summer,0.53
summer,0.53
summer,0.53
summer,0.54
summer,0.54
summer,0.54
summer,0.54
summer,0.55
summer,0.57
summer,0.57
summer,0.58
summer,0.58
summer,0.59
summer,0.59
summer,0.6
summer,0.62
summer,0.62
summer,0.63
summer,0.66
summer,0.67
summer,0.69
summer,0.69
summer,0.82
summer,0.82
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0.02
winter,0.02
winter,0.03
winter,0.08
winter,0.08
winter,0.08
winter,0.09
winter,0.09
winter,0
winter,0.09
winter,0.09
winter,0
winter,0.09
winter,0.09
winter,0
winter,0.1
winter,0.1
winter,0
winter,0.1
winter,0.1
winter,0
winter,0.11
winter,0.11
winter,0
winter,0.11
winter,0.11
winter,0
winter,0.12
winter,0.12
winter,0
winter,0.12
winter,0.12
winter,0
winter,0.12
winter,0.12
winter,0
winter,0.12
winter,0
winter,0.12
winter,0.12
winter,0
winter,0.12
winter,0.12
winter,0
winter,0.13
winter,0.13
winter,0
winter,0.13
winter,0.13
winter,0
winter,0.13
winter,0.13
winter,0
winter,0
winter,0.13
winter,0.13
winter,0
winter,0.13
winter,0.13
winter,0
winter,0.13
winter,0.13
winter,0
winter,0.14
winter,0.14
winter,0.14
winter,0
winter,0.14
winter,0.14
winter,0
winter,0.14
winter,0.14
winter,0
winter,0.14
winter,0.14
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0.15
winter,0.15
winter,0.15
winter,0.15
winter,0.15
winter,0
winter,0
winter,0.15
winter,0
winter,0.15
winter,0
winter,0.15
winter,0
winter,0.16
winter,0.16
winter,0.16
winter,0.16
winter,0.16
winter,0.16
winter,0.16
winter,0.16
winter,0.16
winter,0.16
winter,0.16
winter,0.16
winter,0.16
winter,0.16
winter,0.16
winter,0.16
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.17
winter,0.18
winter,0.18
winter,0.18
winter,0.18
winter,0.18
winter,0.18
winter,0.18
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0.18
winter,0.18
winter,0.18
winter,0.18
winter,0.18
winter,0.18
winter,0.18
winter,0.18
winter,0.18
winter,0.18
winter,0.18
winter,0.18
winter,0.18
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.19
winter,0.2
winter,0.2
winter,0.2
winter,0.2
winter,0.2
winter,0.2
winter,0.2
winter,0.2
winter,0.2
winter,0.2
winter,0.2
winter,0.2
winter,0.2
winter,0.2
winter,0.2
winter,0.2
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.21
winter,0.22
winter,0.22
winter,0.22
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.22
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.23
winter,0.24
winter,0.24
winter,0.24
winter,0.24
winter,0.24
winter,0.24
winter,0.24
winter,0.24
winter,0.24
winter,0.24
winter,0.24
winter,0.24
winter,0.24
winter,0.25
winter,0.25
winter,0.25
winter,0.25
winter,0.25
winter,0.25
winter,0.25
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0.26
winter,0.26
winter,0.26
winter,0.26
winter,0.26
winter,0.26
winter,0.26
winter,0.26
winter,0.26
winter,0.26
winter,0.26
winter,0.26
winter,0.26
winter,0.26
winter,0.26
winter,0.26
winter,0.27
winter,0.27
winter,0.27
winter,0.27
winter,0.27
winter,0.27
winter,0.27
winter,0.27
winter,0.27
winter,0.27
winter,0.27
winter,0.27
winter,0.27
winter,0.27
winter,0.27
winter,0.27
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0.28
winter,0.28
winter,0.28
winter,0.28
winter,0.29
winter,0.29
winter,0.29
winter,0.29
winter,0.29
winter,0.29
winter,0.29
winter,0.29
winter,0.29
winter,0.29
winter,0.29
winter,0.29
winter,0.29
winter,0.29
winter,0.29
winter,0.3
winter,0.3
winter,0.3
winter,0.3
winter,0.3
winter,0.3
winter,0.3
winter,0.3
winter,0.3
winter,0.3
winter,0.31
winter,0.31
winter,0.31
winter,0.31
winter,0.31
winter,0.31
winter,0.31
winter,0.31
winter,0.31
winter,0.31
winter,0.31
winter,0.31
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0
winter,0.32
winter,0.33
winter,0.33
winter,0.33
winter,0.33
winter,0.33
winter,0.33
winter,0.33
winter,0.33
winter,0.33
winter,0.34
winter,0.34
winter,0.34
winter,0.34
winter,0.34
winter,0.34
winter,0.34
winter,0.35
winter,0.35
winter,0.35
winter,0.35
winter,0.35
winter,0.35
winter,0.35
winter,0.36
winter,0.36
winter,0.36
winter,0.36
winter,0.36
winter,0.36
winter,0.36
winter,0.36
winter,0.36
winter,0.36
winter,0.37
winter,0.37
winter,0.37
winter,0.37
winter,0.37
winter,0.37
winter,0.37
winter,0.37
winter,0.38
winter,0.38
winter,0.38
winter,0.38
winter,0.38
winter,0.39
winter,0.39
winter,0.39
winter,0.39
winter,0.39
winter,0.39
winter,0.39
winter,0.39
winter,0.39
winter,0.39
winter,0.4
winter,0.4
winter,0.4
winter,0.4
winter,0.4
winter,0.4
winter,0.4
winter,0.4
winter,0.41
winter,0.41
winter,0.41
winter,0.41
winter,0.41
winter,0.41
winter,0.42
winter,0.42
winter,0.42
winter,0.42
winter,0.42
winter,0.42
winter,0.43
winter,0.43
winter,0.43
winter,0.43
winter,0.43
winter,0.43
winter,0.43
winter,0.43
winter,0.44
winter,0.44
winter,0.44
winter,0.44
winter,0.44
winter,0.44
winter,0.45
winter,0.46
winter,0.46
winter,0.47
winter,0.47
winter,0.49
winter,0.49
winter,0.51
winter,0.51
winter,0.52
winter,0.53
winter,0.53
winter,0.55
winter,0.56
winter,0.56
winter,0.56
winter,0.57
winter,0.59
winter,0.6
winter,0.61
winter,0.63
winter,0.68
winter,0.7
winter,0.7
